date,volume,open,high,low,close,MACD,RSI
2020-07-06,221949348.0,0.0008388,0.0016879,0.000751,0.0008423,0.0,
2020-07-07,45122684.0,0.000843,0.0008449,0.0008393,0.0008415,-0.0,
2020-07-08,41536270.0,0.0008415,0.0008441,0.0008389,0.0008441,0.0,
2020-07-09,25277341.0,0.0008441,0.0008446,0.0008396,0.0008431,0.0,
2020-07-10,16850654.0,0.0008396,0.0008415,0.0008359,0.0008407,-0.0,
2020-07-11,59855333.0,0.0008404,0.0008414,0.0008332,0.0008414,-0.0,
2020-07-12,22574816.0,0.0008414,0.000842,0.000839,0.00084,-0.0,
2020-07-13,12515571.0,0.00084,0.000842,0.0008354,0.0008411,-0.0,
2020-07-14,66004525.0,0.0008404,0.000841,0.0008264,0.0008305,-0.0,
2020-07-15,35369360.0,0.000832,0.0008345,0.0008306,0.0008322,-0.0,
2020-07-16,27847384.0,0.0008333,0.0008341,0.0008292,0.0008318,-0.0,
2020-07-17,21661752.0,0.0008318,0.0008351,0.0008294,0.0008331,-0.0,
2020-07-18,23780871.0,0.0008331,0.0008378,0.0008328,0.0008344,-0.0,
2020-07-19,12600936.0,0.0008366,0.0008388,0.0008339,0.000838,-0.0,
2020-07-20,47511867.0,0.0008386,0.0008405,0.0008336,0.0008364,-0.0,40.33
2020-07-21,58702035.0,0.0008388,0.0008444,0.0008383,0.0008442,-0.0,53.6
2020-07-22,43006629.0,0.0008441,0.0008456,0.000837,0.0008423,-0.0,47.55
2020-07-23,26676075.0,0.0008423,0.000845,0.000838,0.0008433,-0.0,50.27
2020-07-24,40801169.0,0.0008433,0.000845,0.0008386,0.0008387,-0.0,47.44
2020-07-25,26815970.0,0.00084,0.0008456,0.00084,0.0008415,-0.0,50.12
2020-07-26,44778221.0,0.0008415,0.0008493,0.0008386,0.0008441,0.0,54.85
2020-07-27,34727422.0,0.0008441,0.0008527,0.00084,0.0008468,0.0,56.49
2020-07-28,40601069.0,0.0008523,0.0008559,0.0008412,0.0008494,0.0,76.32
2020-07-29,27025428.0,0.000851,0.0008521,0.0008414,0.0008437,0.0,64.41
2020-07-30,51704874.0,0.000847,0.0008498,0.0008414,0.0008486,0.0,68.92
2020-07-31,35932965.0,0.0008453,0.0008495,0.0008418,0.0008466,0.0,64.97
2020-08-01,49471373.0,0.0008466,0.000848,0.0008402,0.0008478,0.0,64.89
2020-08-02,97896831.0,0.0008479,0.000851,0.0008407,0.0008474,0.0,61.24
2020-08-03,31479329.0,0.0008474,0.0008482,0.0008412,0.0008482,0.0,64.39
2020-08-04,84362766.0,0.0008483,0.0008483,0.00084,0.0008419,0.0,47.09
2020-08-05,168593765.0,0.000845,0.0008512,0.0008421,0.0008472,0.0,55.71
2020-08-06,228601572.0,0.0008494,0.0008517,0.000842,0.0008474,0.0,54.87
2020-08-07,3282633.0,0.0008475,0.0008489,0.000845,0.0008453,0.0,58.33
